image_id,image_path,classes,organ,classes_clean,instruction
307,1_Breast_fold_1_0307_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory;Epithelial,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory and Epithelial,You can classify this Breast as Neoplastic and Connective_Soft_tissue and Inflammatory and Epithelial.
308,1_Breast_fold_1_0308_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory;Epithelial,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory and Epithelial,You can see Neoplastic and Connective_Soft_tissue and Inflammatory and Epithelial in the Breast.
309,1_Breast_fold_1_0309_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory;Epithelial,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory and Epithelial,Localize atypical tissue structures from Neoplastic and Connective_Soft_tissue and Inflammatory and Epithelial in Breast.
310,1_Breast_fold_1_0310_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,The Breast is affected histologically by Neoplastic and Inflammatory and Connective_Soft_tissue.
311,1_Breast_fold_1_0311_img.png,Inflammatory;Epithelial;Connective_Soft_tissue;Neoplastic,Breast,Inflammatory and Epithelial and Connective_Soft_tissue and Neoplastic,The pathology report notes Inflammatory and Epithelial and Connective_Soft_tissue and Neoplastic in the Breast.
312,1_Breast_fold_1_0312_img.png,Inflammatory;Epithelial;Connective_Soft_tissue;Neoplastic,Breast,Inflammatory and Epithelial and Connective_Soft_tissue and Neoplastic,Determine the condition of this Breast: Inflammatory and Epithelial and Connective_Soft_tissue and Neoplastic.
313,1_Breast_fold_1_0313_img.png,Inflammatory;Epithelial;Connective_Soft_tissue;Neoplastic,Breast,Inflammatory and Epithelial and Connective_Soft_tissue and Neoplastic,Categorize this Breast into Inflammatory and Epithelial and Connective_Soft_tissue and Neoplastic.
314,1_Breast_fold_1_0314_img.png,Epithelial;Connective_Soft_tissue;Neoplastic;Inflammatory,Breast,Epithelial and Connective_Soft_tissue and Neoplastic and Inflammatory,Mark critical abnormalities in Breast reflecting Epithelial and Connective_Soft_tissue and Neoplastic and Inflammatory.
315,1_Breast_fold_1_0315_img.png,Inflammatory;Epithelial;Connective_Soft_tissue;Neoplastic,Breast,Inflammatory and Epithelial and Connective_Soft_tissue and Neoplastic,Mark critical abnormalities in Breast reflecting Inflammatory and Epithelial and Connective_Soft_tissue and Neoplastic.
316,1_Breast_fold_1_0316_img.png,Epithelial;Connective_Soft_tissue;Neoplastic;Inflammatory,Breast,Epithelial and Connective_Soft_tissue and Neoplastic and Inflammatory,Highlight the classesd portions of the Breast with Epithelial and Connective_Soft_tissue and Neoplastic and Inflammatory.
317,1_Breast_fold_1_0317_img.png,Epithelial;Connective_Soft_tissue;Neoplastic;Inflammatory,Breast,Epithelial and Connective_Soft_tissue and Neoplastic and Inflammatory,The Breast slide demonstrates Epithelial and Connective_Soft_tissue and Neoplastic and Inflammatory.
318,1_Breast_fold_1_0318_img.png,Inflammatory;Epithelial;Connective_Soft_tissue;Neoplastic,Breast,Inflammatory and Epithelial and Connective_Soft_tissue and Neoplastic,Does this Breast tissue fall under Inflammatory and Epithelial and Connective_Soft_tissue and Neoplastic?
319,1_Breast_fold_1_0319_img.png,Inflammatory;Epithelial;Connective_Soft_tissue;Neoplastic,Breast,Inflammatory and Epithelial and Connective_Soft_tissue and Neoplastic,Circle structural damage in Breast seen with Inflammatory and Epithelial and Connective_Soft_tissue and Neoplastic.
320,1_Breast_fold_1_0320_img.png,Inflammatory;Epithelial;Neoplastic;Connective_Soft_tissue,Breast,Inflammatory and Epithelial and Neoplastic and Connective_Soft_tissue,Trace foci of atypical cells in Breast.
321,1_Breast_fold_1_0321_img.png,Inflammatory;Epithelial;Connective_Soft_tissue;Neoplastic,Breast,Inflammatory and Epithelial and Connective_Soft_tissue and Neoplastic,Diagnostic impression: Inflammatory and Epithelial and Connective_Soft_tissue and Neoplastic in the Breast.
322,1_Breast_fold_1_0322_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Mark pathological tissue heterogeneity inside Breast.
323,1_Breast_fold_1_0323_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Identify abnormal tissue borders in Breast due to Neoplastic and Inflammatory and Connective_Soft_tissue.
324,1_Breast_fold_1_0324_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Focus on Neoplastic and Inflammatory and Connective_Soft_tissue present in the provided Breast image.
325,1_Breast_fold_1_0325_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,This Breast tissue corresponds to Neoplastic and Inflammatory and Connective_Soft_tissue.
326,1_Breast_fold_1_0326_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Localize lesions or nodules in the Breast linked with Neoplastic and Inflammatory and Connective_Soft_tissue.
327,1_Breast_fold_1_0327_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Diagnostic impression: Neoplastic and Inflammatory and Connective_Soft_tissue in the Breast.
328,1_Breast_fold_1_0328_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,The Breast reveals features of Neoplastic and Inflammatory and Connective_Soft_tissue.
329,1_Breast_fold_1_0329_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Circle cellular-level anomalies in Breast for Neoplastic and Inflammatory and Connective_Soft_tissue.
330,1_Breast_fold_1_0330_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,The Breast picture points to Neoplastic and Inflammatory and Connective_Soft_tissue.
331,1_Breast_fold_1_0331_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,The Breast shows defining features of Neoplastic and Inflammatory and Connective_Soft_tissue.
332,1_Breast_fold_1_0332_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Identify abnormal Breast zones with features of Neoplastic and Inflammatory and Connective_Soft_tissue.
333,1_Breast_fold_1_0333_img.png,Neoplastic;Connective_Soft_tissue,Breast,Neoplastic and Connective_Soft_tissue,Mark early malignancy changes in Breast from Neoplastic and Connective_Soft_tissue.
334,1_Breast_fold_1_0334_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Localize lesions or nodules in the Breast linked with Neoplastic and Inflammatory and Connective_Soft_tissue.
335,1_Breast_fold_1_0335_img.png,Inflammatory;Connective_Soft_tissue;Neoplastic,Breast,Inflammatory and Connective_Soft_tissue and Neoplastic,This Breast example is Inflammatory and Connective_Soft_tissue and Neoplastic.
336,1_Breast_fold_1_0336_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Assign the correct diagnostic class for this Breast: Neoplastic and Inflammatory and Connective_Soft_tissue.
337,1_Breast_fold_1_0337_img.png,Neoplastic;Connective_Soft_tissue,Breast,Neoplastic and Connective_Soft_tissue,This Breast falls under the group Neoplastic and Connective_Soft_tissue.
338,1_Breast_fold_1_0338_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Mark out the abnormal morphology of Breast consistent with Neoplastic and Inflammatory and Connective_Soft_tissue.
339,1_Breast_fold_1_0339_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory,Indicate zones of Neoplastic and Connective_Soft_tissue and Inflammatory detected in the Breast tissue sample.
340,1_Breast_fold_1_0340_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Indicate suspicious cellular structures in Breast linked to Neoplastic and Inflammatory and Connective_Soft_tissue.
341,1_Breast_fold_1_0341_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Histopathology notes Neoplastic and Inflammatory and Connective_Soft_tissue in the Breast.
342,1_Breast_fold_1_0342_img.png,Inflammatory;Connective_Soft_tissue;Neoplastic,Breast,Inflammatory and Connective_Soft_tissue and Neoplastic,Highlight diagnostic features of Inflammatory and Connective_Soft_tissue and Neoplastic in the Breast.
343,1_Breast_fold_1_0343_img.png,Inflammatory;Connective_Soft_tissue;Neoplastic,Breast,Inflammatory and Connective_Soft_tissue and Neoplastic,Segment classesd structural areas of Breast from Inflammatory and Connective_Soft_tissue and Neoplastic.
344,1_Breast_fold_1_0344_img.png,Inflammatory;Connective_Soft_tissue;Neoplastic,Breast,Inflammatory and Connective_Soft_tissue and Neoplastic,This Breast is showing Inflammatory and Connective_Soft_tissue and Neoplastic.
345,1_Breast_fold_1_0345_img.png,Inflammatory;Connective_Soft_tissue;Neoplastic,Breast,Inflammatory and Connective_Soft_tissue and Neoplastic,"Here, Inflammatory and Connective_Soft_tissue and Neoplastic are seen in the Breast."
346,1_Breast_fold_1_0346_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory,Diagnostic impression: Neoplastic and Connective_Soft_tissue and Inflammatory in the Breast.
347,1_Breast_fold_1_0347_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,This Breast falls in Neoplastic and Inflammatory and Connective_Soft_tissue.
348,1_Breast_fold_1_0348_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,The Breast can be seen with Neoplastic and Inflammatory and Connective_Soft_tissue.
349,1_Breast_fold_1_0349_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory,Trace areas in the Breast that reflect Neoplastic and Connective_Soft_tissue and Inflammatory.
350,1_Breast_fold_1_0350_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,This Breast is labeled Neoplastic and Inflammatory and Connective_Soft_tissue.
351,1_Breast_fold_1_0351_img.png,Neoplastic;Connective_Soft_tissue,Breast,Neoplastic and Connective_Soft_tissue,Draw boundaries around abnormal areas in the Breast caused by Neoplastic and Connective_Soft_tissue.
352,1_Breast_fold_1_0352_img.png,Neoplastic;Connective_Soft_tissue,Breast,Neoplastic and Connective_Soft_tissue,The Breast slide demonstrates Neoplastic and Connective_Soft_tissue.
353,1_Breast_fold_1_0353_img.png,Neoplastic;Connective_Soft_tissue,Breast,Neoplastic and Connective_Soft_tissue,The Breast histology is positive for Neoplastic and Connective_Soft_tissue.
354,1_Breast_fold_1_0354_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Segment classesd structural areas of Breast from Neoplastic and Inflammatory and Connective_Soft_tissue.
355,1_Breast_fold_1_0355_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory,Microscopic view of the Breast demonstrates Neoplastic and Connective_Soft_tissue and Inflammatory.
356,1_Breast_fold_1_0356_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,The Breast reveals pathological changes of Neoplastic and Inflammatory and Connective_Soft_tissue.
357,1_Breast_fold_1_0357_img.png,Neoplastic;Connective_Soft_tissue,Breast,Neoplastic and Connective_Soft_tissue,Trace visible Neoplastic and Connective_Soft_tissue-induced tissue distortions in Breast.
358,1_Breast_fold_1_0358_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory,Map classesd tissue distribution in the Breast for Neoplastic and Connective_Soft_tissue and Inflammatory.
359,1_Breast_fold_1_0359_img.png,Neoplastic;Connective_Soft_tissue,Breast,Neoplastic and Connective_Soft_tissue,The Breast histology reveals Neoplastic and Connective_Soft_tissue.
360,1_Breast_fold_1_0360_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Locate and segment Breast involvement by Neoplastic and Inflammatory and Connective_Soft_tissue.
361,1_Breast_fold_1_0361_img.png,Neoplastic;Connective_Soft_tissue,Breast,Neoplastic and Connective_Soft_tissue,Findings are compatible with Neoplastic and Connective_Soft_tissue in the Breast.
362,1_Breast_fold_1_0362_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,This Breast entry shows Neoplastic and Inflammatory and Connective_Soft_tissue.
363,1_Breast_fold_1_0363_img.png,Neoplastic;Connective_Soft_tissue,Breast,Neoplastic and Connective_Soft_tissue,The Breast shows defining features of Neoplastic and Connective_Soft_tissue.
364,1_Breast_fold_1_0364_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory,The Breast histology corresponds to Neoplastic and Connective_Soft_tissue and Inflammatory.
365,1_Breast_fold_1_0365_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory,Circle evident pathology in the Breast attributed to Neoplastic and Connective_Soft_tissue and Inflammatory.
366,1_Breast_fold_1_0366_img.png,Neoplastic;Connective_Soft_tissue,Breast,Neoplastic and Connective_Soft_tissue,This Breast image can be tagged as Neoplastic and Connective_Soft_tissue.
367,1_Breast_fold_1_0367_img.png,Neoplastic;Connective_Soft_tissue,Breast,Neoplastic and Connective_Soft_tissue,The Breast biopsy indicates Neoplastic and Connective_Soft_tissue.
368,1_Breast_fold_1_0368_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory,This Breast has been identified as Neoplastic and Connective_Soft_tissue and Inflammatory.
369,1_Breast_fold_1_0369_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory,The Breast is labeled with Neoplastic and Connective_Soft_tissue and Inflammatory.
370,1_Breast_fold_1_0370_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory,This Breast type shows Neoplastic and Connective_Soft_tissue and Inflammatory.
371,1_Breast_fold_1_0371_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Mark pathological tissue heterogeneity inside Breast.
372,1_Breast_fold_1_0372_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory,Locate and segment Breast involvement by Neoplastic and Connective_Soft_tissue and Inflammatory.
373,1_Breast_fold_1_0373_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,We observe Neoplastic and Inflammatory and Connective_Soft_tissue affecting the Breast.
374,1_Breast_fold_1_0374_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Outline all Breast sites showing evidence of Neoplastic and Inflammatory and Connective_Soft_tissue.
375,1_Breast_fold_1_0375_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory,Pathological analysis shows Neoplastic and Connective_Soft_tissue and Inflammatory in the Breast.
376,1_Breast_fold_1_0376_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Mark tissue boundaries of pathological interest in Breast.
377,1_Breast_fold_1_0377_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory,The Breast has been categorized as Neoplastic and Connective_Soft_tissue and Inflammatory.
378,1_Breast_fold_1_0378_img.png,Neoplastic;Connective_Soft_tissue,Breast,Neoplastic and Connective_Soft_tissue,Mark metastatic signatures in Breast attributed to Neoplastic and Connective_Soft_tissue.
379,1_Breast_fold_1_0379_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory,Mark subtle changes in Breast due to Neoplastic and Connective_Soft_tissue and Inflammatory.
380,1_Breast_fold_1_0380_img.png,Neoplastic;Connective_Soft_tissue,Breast,Neoplastic and Connective_Soft_tissue,The Breast exhibits tissue alterations due to Neoplastic and Connective_Soft_tissue.
381,1_Breast_fold_1_0381_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory,Determine whether Neoplastic and Connective_Soft_tissue and Inflammatory changes affect this Breast.
382,1_Breast_fold_1_0382_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Mark degeneration patterns in Breast pointing to Neoplastic and Inflammatory and Connective_Soft_tissue.
383,1_Breast_fold_1_0383_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,This Breast record is Neoplastic and Inflammatory and Connective_Soft_tissue.
384,1_Breast_fold_1_0384_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Label suspected malignancy areas in Breast due to Neoplastic and Inflammatory and Connective_Soft_tissue.
385,1_Breast_fold_1_0385_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Indicate abnormal vascularity in Breast caused by Neoplastic and Inflammatory and Connective_Soft_tissue.
386,1_Breast_fold_1_0386_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Morphological diagnosis: Neoplastic and Inflammatory and Connective_Soft_tissue in the Breast.
387,1_Breast_fold_1_0387_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,The Breast looks like Neoplastic and Inflammatory and Connective_Soft_tissue.
388,1_Breast_fold_1_0388_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Provide detailed outline of Breast lesion margins from Neoplastic and Inflammatory and Connective_Soft_tissue.
389,1_Breast_fold_1_0389_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,The sample of Breast confirms Neoplastic and Inflammatory and Connective_Soft_tissue.
390,1_Breast_fold_1_0390_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Draw contours around Neoplastic and Inflammatory and Connective_Soft_tissue-affected zones of the Breast.
391,1_Breast_fold_1_0391_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Determine the abnormality in the Breast: Neoplastic and Inflammatory and Connective_Soft_tissue.
392,1_Breast_fold_1_0392_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,This Breast is labeled Neoplastic and Inflammatory and Connective_Soft_tissue.
393,1_Breast_fold_1_0393_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Recognize the class of this Breast: Neoplastic and Inflammatory and Connective_Soft_tissue.
394,1_Breast_fold_1_0394_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Specify where Neoplastic and Inflammatory and Connective_Soft_tissue can be seen in the Breast slide.
395,1_Breast_fold_1_0395_img.png,Inflammatory;Connective_Soft_tissue;Neoplastic,Breast,Inflammatory and Connective_Soft_tissue and Neoplastic,Highlight regions in the Breast that exhibit Inflammatory and Connective_Soft_tissue and Neoplastic patterns.
396,1_Breast_fold_1_0396_img.png,Inflammatory;Connective_Soft_tissue;Neoplastic,Breast,Inflammatory and Connective_Soft_tissue and Neoplastic,Histology confirms Inflammatory and Connective_Soft_tissue and Neoplastic in the Breast.
397,1_Breast_fold_1_0397_img.png,Inflammatory;Connective_Soft_tissue;Neoplastic,Breast,Inflammatory and Connective_Soft_tissue and Neoplastic,This Breast is tagged under Inflammatory and Connective_Soft_tissue and Neoplastic.
398,1_Breast_fold_1_0398_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,The Breast is tagged Neoplastic and Inflammatory and Connective_Soft_tissue.
399,1_Breast_fold_1_0399_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,This Breast is showing Neoplastic and Inflammatory and Connective_Soft_tissue.
400,1_Breast_fold_1_0400_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Diagnostic interpretation highlights Neoplastic and Inflammatory and Connective_Soft_tissue within the Breast.
401,1_Breast_fold_1_0401_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Determine whether Neoplastic and Inflammatory and Connective_Soft_tissue changes affect this Breast.
402,1_Breast_fold_1_0402_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Observe the Breast image and classify it under Neoplastic and Inflammatory and Connective_Soft_tissue.
403,1_Breast_fold_1_0403_img.png,Inflammatory;Connective_Soft_tissue;Neoplastic,Breast,Inflammatory and Connective_Soft_tissue and Neoplastic,Circle proliferative activity zones inside Breast.
404,1_Breast_fold_1_0404_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory,Trace foci of atypical cells in Breast.
405,1_Breast_fold_1_0405_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory,Draw boundaries separating tumor and stroma in Breast.
406,1_Breast_fold_1_0406_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,This Breast case shows Neoplastic and Inflammatory and Connective_Soft_tissue.
407,1_Breast_fold_1_0407_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Label consistent pathological distortions of Breast.
408,1_Breast_fold_1_0408_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Delineate tissue abnormalities inside the Breast for Neoplastic and Inflammatory and Connective_Soft_tissue.
409,1_Breast_fold_1_0409_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory,This Breast is labeled Neoplastic and Connective_Soft_tissue and Inflammatory.
410,1_Breast_fold_1_0410_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,The Breast picture points to Neoplastic and Inflammatory and Connective_Soft_tissue.
411,1_Breast_fold_1_0411_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory,Locate abnormalities in the Breast that suggest Neoplastic and Connective_Soft_tissue and Inflammatory.
412,1_Breast_fold_1_0412_img.png,Inflammatory;Connective_Soft_tissue;Neoplastic,Breast,Inflammatory and Connective_Soft_tissue and Neoplastic,Delineate zones in the Breast consistent with Inflammatory and Connective_Soft_tissue and Neoplastic.
413,1_Breast_fold_1_0413_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Localize lesions or nodules in the Breast linked with Neoplastic and Inflammatory and Connective_Soft_tissue.
414,1_Breast_fold_1_0414_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory,Identify pathological nuclei clusters inside Breast.
415,1_Breast_fold_1_0415_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory,Is this Breast image consistent with Neoplastic and Connective_Soft_tissue and Inflammatory?
416,1_Breast_fold_1_0416_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,"The Breast is affected by Neoplastic and Inflammatory and Connective_Soft_tissue, as shown histologically."
417,1_Breast_fold_1_0417_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Describe the Neoplastic and Inflammatory and Connective_Soft_tissue traits evident in this Breast specimen.
418,1_Breast_fold_1_0418_img.png,Connective_Soft_tissue;Neoplastic,Breast,Connective_Soft_tissue and Neoplastic,Determine whether Connective_Soft_tissue and Neoplastic changes affect this Breast.
419,1_Breast_fold_1_0419_img.png,Neoplastic;Inflammatory;Epithelial;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Epithelial and Connective_Soft_tissue,Locate pathological signs of Neoplastic and Inflammatory and Epithelial and Connective_Soft_tissue inside the Breast tissue.
420,1_Breast_fold_1_0420_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory,Outline atypical Breast histological patterns for Neoplastic and Connective_Soft_tissue and Inflammatory.
421,1_Breast_fold_1_0421_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory,Highlight regions of Breast losing normal morphology.
422,1_Breast_fold_1_0422_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory,Pathological assessment identifies Neoplastic and Connective_Soft_tissue and Inflammatory in the Breast.
423,1_Breast_fold_1_0423_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory,The biopsy from the Breast shows Neoplastic and Connective_Soft_tissue and Inflammatory.
424,1_Breast_fold_1_0424_img.png,Neoplastic;Connective_Soft_tissue,Breast,Neoplastic and Connective_Soft_tissue,Trace Neoplastic and Connective_Soft_tissue distribution within the Breast.
425,1_Breast_fold_1_0425_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,The Breast belongs to category Neoplastic and Inflammatory and Connective_Soft_tissue.
426,1_Breast_fold_1_0426_img.png,Neoplastic;Connective_Soft_tissue,Breast,Neoplastic and Connective_Soft_tissue,Mark pathological compartments within Breast.
427,1_Breast_fold_1_0427_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,Provide the correct category for this Breast: Neoplastic and Inflammatory and Connective_Soft_tissue.
428,1_Breast_fold_1_0428_img.png,Neoplastic;Inflammatory;Connective_Soft_tissue,Breast,Neoplastic and Inflammatory and Connective_Soft_tissue,The Breast displays Neoplastic and Inflammatory and Connective_Soft_tissue.
429,1_Breast_fold_1_0429_img.png,Neoplastic;Connective_Soft_tissue;Inflammatory,Breast,Neoplastic and Connective_Soft_tissue and Inflammatory,The Breast picture points to Neoplastic and Connective_Soft_tissue and Inflammatory.
