image_id,fold,tissue_type,classes_present,instruction,original_index
pannuke_f1_2446,1,Skin,Neoplastic;Inflammatory,Mark visible neoplastic and inflammatory tissue.,2446
pannuke_f1_2447,1,Skin,Neoplastic;Connective_Soft_tissue,Delineate visible neoplastic and connective soft tissue structures.,2447
pannuke_f1_2448,1,Skin,Neoplastic;Connective_Soft_tissue,Distinguish neoplastic and connective soft tissue from other tissue.,2448
pannuke_f1_2449,1,Skin,Neoplastic;Inflammatory;Connective_Soft_tissue,"Identify parenchymal neoplastic, inflammatory and connective soft tissue.",2449
pannuke_f1_2450,1,Skin,Neoplastic;Inflammatory,Label the neoplastic and inflammatory tissue.,2450
pannuke_f1_2451,1,Skin,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment neoplastic, inflammatory and connective soft tissue for feature extraction.",2451
pannuke_f1_2452,1,Skin,Neoplastic;Inflammatory,Mark regions of neoplastic and inflammatory accumulation.,2452
pannuke_f1_2453,1,Skin,Neoplastic;Inflammatory,Segment only neoplastic and inflammatory.,2453
pannuke_f1_2454,1,Skin,Neoplastic;Inflammatory;Connective_Soft_tissue,"Pinpoint visible neoplastic, inflammatory and connective soft tissue.",2454
pannuke_f1_2455,1,Skin,Neoplastic;Inflammatory;Connective_Soft_tissue,"Mark neoplastic, inflammatory and connective soft tissue cytological features.",2455
pannuke_f1_2456,1,Skin,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment neoplastic, inflammatory and connective soft tissue in the tissue matrix.",2456
pannuke_f1_2457,1,Skin,Neoplastic;Inflammatory;Connective_Soft_tissue,"Emphasize neoplastic, inflammatory and connective soft tissue presence.",2457
pannuke_f1_2458,1,Skin,Neoplastic;Inflammatory;Connective_Soft_tissue,"Annotate the neoplastic, inflammatory and connective soft tissue regions.",2458
pannuke_f1_2459,1,Skin,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment neoplastic, inflammatory and connective soft tissue zones.",2459
pannuke_f1_2460,1,Skin,Neoplastic;Inflammatory,Segment present neoplastic and inflammatory areas.,2460
pannuke_f1_2461,1,Skin,Connective_Soft_tissue,Indicate all connective soft tissue cells.,2461
pannuke_f1_2462,1,Skin,,,2462
pannuke_f1_2463,1,Skin,,,2463
pannuke_f1_2464,1,Skin,,,2464
pannuke_f1_2465,1,Skin,,,2465
pannuke_f1_2466,1,Stomach,Connective_Soft_tissue,Pinpoint visible connective soft tissue.,2466
pannuke_f1_2467,1,Stomach,Connective_Soft_tissue,Detect connective soft tissue in this slide.,2467
pannuke_f1_2468,1,Stomach,Inflammatory;Connective_Soft_tissue,Segment the inflammatory and connective soft tissue in this tissue sample.,2468
pannuke_f1_2469,1,Stomach,Connective_Soft_tissue,Segment connective soft tissue membrane patterns.,2469
pannuke_f1_2470,1,Stomach,Connective_Soft_tissue,Segment present connective soft tissue structures.,2470
pannuke_f1_2471,1,Stomach,Neoplastic;Inflammatory;Connective_Soft_tissue;Dead,"Segment neoplastic, inflammatory, connective soft tissue and dead tissue morphology.",2471
pannuke_f1_2472,1,Stomach,Neoplastic;Inflammatory;Connective_Soft_tissue;Dead,"Mark all neoplastic, inflammatory, connective soft tissue and dead areas.",2472
pannuke_f1_2473,1,Stomach,Neoplastic;Inflammatory;Connective_Soft_tissue;Dead,"Mark the pathological neoplastic, inflammatory, connective soft tissue and dead regions.",2473
pannuke_f1_2474,1,Stomach,Neoplastic;Inflammatory;Connective_Soft_tissue;Dead,"What parts are neoplastic, inflammatory, connective soft tissue and dead?",2474
pannuke_f1_2475,1,Stomach,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment any neoplastic, inflammatory and connective soft tissue present.",2475
pannuke_f1_2476,1,Stomach,Neoplastic;Inflammatory;Dead,"Segment all visible neoplastic, inflammatory and dead.",2476
pannuke_f1_2477,1,Stomach,Neoplastic;Inflammatory;Connective_Soft_tissue;Dead,"Examine this Stomach tissue for neoplastic, inflammatory, connective soft tissue and dead.",2477
pannuke_f1_2478,1,Stomach,Neoplastic;Inflammatory;Connective_Soft_tissue;Dead,"Observing this sample, delineate neoplastic, inflammatory, connective soft tissue and dead.",2478
pannuke_f1_2479,1,Stomach,Neoplastic;Inflammatory;Connective_Soft_tissue;Dead,"Label visible neoplastic, inflammatory, connective soft tissue and dead.",2479
pannuke_f1_2480,1,Stomach,Neoplastic;Inflammatory;Connective_Soft_tissue,"Shown this histology, mark neoplastic, inflammatory and connective soft tissue.",2480
pannuke_f1_2481,1,Stomach,Neoplastic;Inflammatory;Connective_Soft_tissue;Dead,"Point out visible neoplastic, inflammatory, connective soft tissue and dead.",2481
pannuke_f1_2482,1,Stomach,Neoplastic;Inflammatory;Connective_Soft_tissue;Dead,"Annotate neoplastic, inflammatory, connective soft tissue and dead in Stomach microscopy.",2482
pannuke_f1_2483,1,Stomach,Neoplastic;Dead,Label the neoplastic and dead tissue.,2483
pannuke_f1_2484,1,Stomach,Neoplastic;Inflammatory;Connective_Soft_tissue;Dead,"Find neoplastic, inflammatory, connective soft tissue and dead in this image.",2484
pannuke_f1_2485,1,Stomach,Neoplastic;Inflammatory;Connective_Soft_tissue;Dead,"Identify and segment neoplastic, inflammatory, connective soft tissue and dead.",2485
pannuke_f1_2486,1,Stomach,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment the neoplastic, inflammatory and connective soft tissue regions in the image.",2486
pannuke_f1_2487,1,Stomach,Inflammatory;Connective_Soft_tissue,Show me all inflammatory and connective soft tissue.,2487
pannuke_f1_2488,1,Stomach,Connective_Soft_tissue,Segment present connective soft tissue cells.,2488
pannuke_f1_2489,1,Stomach,Neoplastic;Connective_Soft_tissue,Segment present neoplastic and connective soft tissue regions.,2489
pannuke_f1_2490,1,Stomach,Connective_Soft_tissue,Can you identify connective soft tissue?,2490
pannuke_f1_2491,1,Stomach,Neoplastic;Inflammatory;Connective_Soft_tissue,"Indicate all neoplastic, inflammatory and connective soft tissue cells.",2491
pannuke_f1_2492,1,Stomach,Neoplastic;Connective_Soft_tissue,Determine neoplastic and connective soft tissue presence.,2492
pannuke_f1_2493,1,Stomach,Inflammatory;Connective_Soft_tissue,Highlight all inflammatory and connective soft tissue tissue.,2493
pannuke_f1_2494,1,Stomach,Neoplastic;Connective_Soft_tissue,Identify neoplastic and connective soft tissue cellular morphology.,2494
pannuke_f1_2495,1,Stomach,Neoplastic;Inflammatory;Connective_Soft_tissue;Dead,"Inspect this Stomach sample for neoplastic, inflammatory, connective soft tissue and dead.",2495
pannuke_f1_2496,1,Stomach,Neoplastic;Inflammatory;Connective_Soft_tissue,"The sample contains neoplastic, inflammatory and connective soft tissue. Delineate the regions.",2496
pannuke_f1_2497,1,Stomach,Connective_Soft_tissue,Mark the connective soft tissue areas.,2497
pannuke_f1_2498,1,Stomach,Neoplastic;Connective_Soft_tissue,Identify all neoplastic and connective soft tissue areas.,2498
pannuke_f1_2499,1,Stomach,Connective_Soft_tissue,"Examining this slide, mark all connective soft tissue regions.",2499
pannuke_f1_2500,1,Stomach,Neoplastic;Connective_Soft_tissue,"Reviewing this image, delineate neoplastic and connective soft tissue boundaries.",2500
pannuke_f1_2501,1,Stomach,Neoplastic;Connective_Soft_tissue,Point out the neoplastic and connective soft tissue regions.,2501
pannuke_f1_2502,1,Stomach,Neoplastic;Connective_Soft_tissue,Which structures are neoplastic and connective soft tissue?,2502
pannuke_f1_2503,1,Stomach,Neoplastic;Connective_Soft_tissue,Create mask for neoplastic and connective soft tissue.,2503
pannuke_f1_2504,1,Stomach,Neoplastic;Inflammatory;Connective_Soft_tissue,"Can you segment neoplastic, inflammatory and connective soft tissue?",2504
pannuke_f1_2505,1,Stomach,Neoplastic;Inflammatory;Connective_Soft_tissue;Dead,"Analyze this Stomach and segment neoplastic, inflammatory, connective soft tissue and dead.",2505
pannuke_f1_2506,1,Stomach,Neoplastic;Inflammatory,Which regions show neoplastic and inflammatory?,2506
pannuke_f1_2507,1,Stomach,Neoplastic;Inflammatory;Connective_Soft_tissue;Dead,"Record neoplastic, inflammatory, connective soft tissue and dead regions in Stomach.",2507
pannuke_f1_2508,1,Stomach,Neoplastic;Inflammatory;Connective_Soft_tissue;Dead,"Segment present neoplastic, inflammatory, connective soft tissue and dead cells.",2508
pannuke_f1_2509,1,Stomach,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment visible neoplastic, inflammatory and connective soft tissue cells.",2509
pannuke_f1_2510,1,Stomach,Neoplastic;Inflammatory;Connective_Soft_tissue,"Circle all neoplastic, inflammatory and connective soft tissue areas.",2510
pannuke_f1_2511,1,Stomach,Neoplastic;Inflammatory;Connective_Soft_tissue;Dead,"Identify nuclear neoplastic, inflammatory, connective soft tissue and dead features.",2511
pannuke_f1_2512,1,Testis,Inflammatory;Connective_Soft_tissue,Mark all inflammatory and connective soft tissue regions.,2512
pannuke_f1_2513,1,Testis,Inflammatory;Connective_Soft_tissue,Locate visible inflammatory and connective soft tissue.,2513
pannuke_f1_2514,1,Testis,Inflammatory,Analyze inflammatory presence.,2514
pannuke_f1_2515,1,Testis,,,2515
pannuke_f1_2516,1,Testis,Inflammatory;Connective_Soft_tissue,Identify inflammatory and connective soft tissue in this image.,2516
pannuke_f1_2517,1,Testis,Inflammatory;Connective_Soft_tissue,Separate inflammatory and connective soft tissue regions.,2517
pannuke_f1_2518,1,Testis,Neoplastic,Segment the neoplastic regions.,2518
pannuke_f1_2519,1,Testis,Neoplastic;Inflammatory,Delineate all neoplastic and inflammatory structures.,2519
pannuke_f1_2520,1,Testis,Connective_Soft_tissue,Study this Testis section and mark connective soft tissue.,2520
pannuke_f1_2521,1,Testis,Neoplastic;Inflammatory,Delineate present neoplastic and inflammatory regions.,2521
pannuke_f1_2522,1,Testis,Neoplastic,Trace the neoplastic outlines.,2522
pannuke_f1_2523,1,Testis,Neoplastic;Inflammatory;Connective_Soft_tissue,"Highlight all neoplastic, inflammatory and connective soft tissue structures.",2523
pannuke_f1_2524,1,Testis,Neoplastic;Inflammatory;Connective_Soft_tissue,"Output neoplastic, inflammatory and connective soft tissue mask.",2524
pannuke_f1_2525,1,Testis,Neoplastic;Inflammatory,Segment neoplastic and inflammatory for quantitative analysis.,2525
pannuke_f1_2526,1,Testis,Neoplastic;Inflammatory;Connective_Soft_tissue,"Target neoplastic, inflammatory and connective soft tissue cells.",2526
pannuke_f1_2527,1,Testis,Neoplastic;Inflammatory;Connective_Soft_tissue,"Extract neoplastic, inflammatory and connective soft tissue regions from this image.",2527
pannuke_f1_2528,1,Testis,Neoplastic;Inflammatory;Connective_Soft_tissue,"Where are neoplastic, inflammatory and connective soft tissue cells visible?",2528
pannuke_f1_2529,1,Testis,Neoplastic;Inflammatory;Connective_Soft_tissue,"Highlight all neoplastic, inflammatory and connective soft tissue tissue.",2529
pannuke_f1_2530,1,Testis,Neoplastic;Inflammatory;Connective_Soft_tissue,"Identify nuclear neoplastic, inflammatory and connective soft tissue features.",2530
pannuke_f1_2531,1,Testis,Neoplastic;Inflammatory,Circle neoplastic and inflammatory cells.,2531
pannuke_f1_2532,1,Testis,Neoplastic;Connective_Soft_tissue,Identify all neoplastic and connective soft tissue cells.,2532
pannuke_f1_2533,1,Testis,Neoplastic;Inflammatory,Segment present neoplastic and inflammatory regions.,2533
pannuke_f1_2534,1,Testis,Neoplastic;Inflammatory;Connective_Soft_tissue,"Circle neoplastic, inflammatory and connective soft tissue cells.",2534
pannuke_f1_2535,1,Testis,Neoplastic;Inflammatory,Segment all neoplastic and inflammatory tissue.,2535
pannuke_f1_2536,1,Testis,Neoplastic,Identify only neoplastic cells.,2536
pannuke_f1_2537,1,Thyroid,Inflammatory;Connective_Soft_tissue;Epithelial,"Separate inflammatory, connective soft tissue and epithelial regions.",2537
pannuke_f1_2538,1,Thyroid,Inflammatory;Connective_Soft_tissue;Epithelial,"Identify the inflammatory, connective soft tissue and epithelial areas.",2538
pannuke_f1_2539,1,Thyroid,Inflammatory;Connective_Soft_tissue;Dead;Epithelial,"Can you identify inflammatory, connective soft tissue, dead and epithelial?",2539
pannuke_f1_2540,1,Thyroid,Inflammatory;Epithelial,"Given this Thyroid sample, mark inflammatory and epithelial regions.",2540
pannuke_f1_2541,1,Thyroid,Inflammatory;Connective_Soft_tissue;Epithelial,"Within Thyroid tissue, annotate inflammatory, connective soft tissue and epithelial.",2541
pannuke_f1_2542,1,Thyroid,Connective_Soft_tissue;Epithelial,Accurately identify and mark all connective soft tissue and epithelial areas present in the slide.,2542
pannuke_f1_2543,1,Thyroid,Inflammatory;Epithelial,Extract inflammatory and epithelial regions from this image.,2543
pannuke_f1_2544,1,Thyroid,Epithelial,Label visible epithelial.,2544
pannuke_f1_2545,1,Thyroid,Connective_Soft_tissue;Epithelial,Define connective soft tissue and epithelial boundaries.,2545
pannuke_f1_2546,1,Thyroid,Epithelial,Please segment epithelial tissue.,2546
pannuke_f1_2547,1,Thyroid,Connective_Soft_tissue;Epithelial,Segment the connective soft tissue and epithelial structures.,2547
pannuke_f1_2548,1,Thyroid,Connective_Soft_tissue;Epithelial,Segment areas containing connective soft tissue and epithelial.,2548
pannuke_f1_2549,1,Thyroid,Epithelial,Highlight present epithelial structures.,2549
pannuke_f1_2550,1,Thyroid,,,2550
pannuke_f1_2551,1,Thyroid,,,2551
pannuke_f1_2552,1,Thyroid,,,2552
pannuke_f1_2553,1,Thyroid,Connective_Soft_tissue;Epithelial,Distinguish all connective soft tissue and epithelial areas.,2553
pannuke_f1_2554,1,Thyroid,Connective_Soft_tissue;Epithelial,"In this histopathology image, please segment connective soft tissue and epithelial.",2554
pannuke_f1_2555,1,Thyroid,Inflammatory;Connective_Soft_tissue;Epithelial,"Mark visible inflammatory, connective soft tissue and epithelial structures.",2555
pannuke_f1_2556,1,Thyroid,Inflammatory;Connective_Soft_tissue;Epithelial,"Detect inflammatory, connective soft tissue and epithelial in Thyroid histology.",2556
pannuke_f1_2557,1,Thyroid,Connective_Soft_tissue;Epithelial,Where are the connective soft tissue and epithelial regions?,2557
pannuke_f1_2558,1,Thyroid,Connective_Soft_tissue;Epithelial,Identify all connective soft tissue and epithelial tissue.,2558
pannuke_f1_2559,1,Thyroid,Inflammatory;Connective_Soft_tissue;Epithelial,"Segment inflammatory, connective soft tissue and epithelial throughout the image.",2559
pannuke_f1_2560,1,Thyroid,Inflammatory;Connective_Soft_tissue;Epithelial,"Required: inflammatory, connective soft tissue and epithelial segmentation.",2560
pannuke_f1_2561,1,Thyroid,Connective_Soft_tissue;Epithelial,Draw connective soft tissue and epithelial boundaries.,2561
pannuke_f1_2562,1,Thyroid,Inflammatory;Connective_Soft_tissue;Epithelial,"Produce inflammatory, connective soft tissue and epithelial mask.",2562
pannuke_f1_2563,1,Thyroid,Neoplastic;Connective_Soft_tissue,Mark neoplastic and connective soft tissue cells in this Thyroid sample.,2563
pannuke_f1_2564,1,Thyroid,Neoplastic;Connective_Soft_tissue,Outline all neoplastic and connective soft tissue structures.,2564
pannuke_f1_2565,1,Thyroid,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment the neoplastic, inflammatory and connective soft tissue components.",2565
pannuke_f1_2566,1,Thyroid,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment neoplastic, inflammatory and connective soft tissue in the tissue matrix.",2566
pannuke_f1_2567,1,Thyroid,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment neoplastic, inflammatory and connective soft tissue for feature extraction.",2567
pannuke_f1_2568,1,Thyroid,Neoplastic;Inflammatory;Connective_Soft_tissue,"Carefully segment all neoplastic, inflammatory and connective soft tissue regions visible in this histopathology image.",2568
pannuke_f1_2569,1,Thyroid,Neoplastic;Inflammatory;Connective_Soft_tissue,"Generate a comprehensive mask for neoplastic, inflammatory and connective soft tissue.",2569
pannuke_f1_2570,1,Thyroid,Neoplastic;Inflammatory;Connective_Soft_tissue,"Pinpoint visible neoplastic, inflammatory and connective soft tissue.",2570
pannuke_f1_2571,1,Thyroid,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment neoplastic, inflammatory and connective soft tissue patterns in Thyroid.",2571
pannuke_f1_2572,1,Thyroid,Inflammatory;Connective_Soft_tissue;Epithelial,"Delineate the inflammatory, connective soft tissue and epithelial tissue.",2572
pannuke_f1_2573,1,Thyroid,Connective_Soft_tissue;Epithelial,Recognize all connective soft tissue and epithelial areas.,2573
pannuke_f1_2574,1,Thyroid,Inflammatory;Connective_Soft_tissue;Epithelial,"Required: inflammatory, connective soft tissue and epithelial segmentation.",2574
pannuke_f1_2575,1,Thyroid,Inflammatory;Connective_Soft_tissue;Epithelial,"Objective: identify inflammatory, connective soft tissue and epithelial regions.",2575
pannuke_f1_2576,1,Thyroid,Connective_Soft_tissue;Epithelial,Chart connective soft tissue and epithelial presence.,2576
pannuke_f1_2577,1,Thyroid,Inflammatory;Connective_Soft_tissue;Epithelial,"Produce inflammatory, connective soft tissue and epithelial mask.",2577
pannuke_f1_2578,1,Uterus,Connective_Soft_tissue,Target connective soft tissue cells.,2578
pannuke_f1_2579,1,Uterus,Connective_Soft_tissue,Highlight visible connective soft tissue tissue.,2579
pannuke_f1_2580,1,Uterus,Inflammatory;Connective_Soft_tissue,Delineate all inflammatory and connective soft tissue areas.,2580
pannuke_f1_2581,1,Uterus,Neoplastic;Connective_Soft_tissue,Segment the neoplastic and connective soft tissue structures.,2581
pannuke_f1_2582,1,Uterus,Neoplastic;Inflammatory;Connective_Soft_tissue,"Mark neoplastic, inflammatory and connective soft tissue cytological features.",2582
pannuke_f1_2583,1,Uterus,Connective_Soft_tissue,Locate the connective soft tissue areas.,2583
pannuke_f1_2584,1,Uterus,Neoplastic;Inflammatory;Connective_Soft_tissue,"Indicate where neoplastic, inflammatory and connective soft tissue is present.",2584
pannuke_f1_2585,1,Uterus,Neoplastic,Locate and segment neoplastic.,2585
pannuke_f1_2586,1,Uterus,Connective_Soft_tissue,Determine connective soft tissue location.,2586
pannuke_f1_2587,1,Uterus,Inflammatory;Connective_Soft_tissue;Dead,"Segment foci of inflammatory, connective soft tissue and dead.",2587
pannuke_f1_2588,1,Uterus,Connective_Soft_tissue,Annotate the connective soft tissue regions.,2588
pannuke_f1_2589,1,Uterus,Neoplastic;Inflammatory;Connective_Soft_tissue;Dead,"Emphasize neoplastic, inflammatory, connective soft tissue and dead presence.",2589
pannuke_f1_2590,1,Uterus,Neoplastic,Discern the neoplastic regions.,2590
pannuke_f1_2591,1,Uterus,Neoplastic;Inflammatory,Segment neoplastic and inflammatory cellular composition.,2591
pannuke_f1_2592,1,Colon,Inflammatory;Connective_Soft_tissue;Epithelial,"Mark all inflammatory, connective soft tissue and epithelial cells.",2592
pannuke_f1_2593,1,Colon,Inflammatory;Connective_Soft_tissue;Epithelial,"Evaluate inflammatory, connective soft tissue and epithelial areas.",2593
pannuke_f1_2594,1,Colon,Inflammatory;Connective_Soft_tissue;Epithelial,"Extract all inflammatory, connective soft tissue and epithelial areas.",2594
pannuke_f1_2595,1,Colon,Connective_Soft_tissue,Define connective soft tissue regions.,2595
pannuke_f1_2596,1,Colon,Connective_Soft_tissue,Identify peritumoral connective soft tissue.,2596
pannuke_f1_2597,1,Colon,Connective_Soft_tissue,Chart connective soft tissue distribution.,2597
pannuke_f1_2598,1,Colon,Inflammatory;Connective_Soft_tissue,You should identify inflammatory and connective soft tissue.,2598
pannuke_f1_2599,1,Colon,Neoplastic;Connective_Soft_tissue,Segment neoplastic and connective soft tissue in this Colon tissue.,2599
pannuke_f1_2600,1,Colon,Inflammatory;Connective_Soft_tissue,Identify inflammatory and connective soft tissue cellular morphology.,2600
pannuke_f1_2601,1,Colon,Neoplastic;Inflammatory,Detect neoplastic and inflammatory in this slide.,2601
pannuke_f1_2602,1,Colon,Neoplastic;Inflammatory;Connective_Soft_tissue,"Analyze neoplastic, inflammatory and connective soft tissue presence.",2602
pannuke_f1_2603,1,Colon,Neoplastic;Connective_Soft_tissue,Identify all neoplastic and connective soft tissue regions.,2603
pannuke_f1_2604,1,Colon,Connective_Soft_tissue,Highlight present connective soft tissue cells.,2604
pannuke_f1_2605,1,Colon,Inflammatory;Connective_Soft_tissue,Identify present inflammatory and connective soft tissue areas.,2605
pannuke_f1_2606,1,Colon,Connective_Soft_tissue,Identify connective soft tissue tissue regions.,2606
pannuke_f1_2607,1,Colon,Connective_Soft_tissue,Can you find connective soft tissue?,2607
pannuke_f1_2608,1,Colon,Neoplastic;Inflammatory;Connective_Soft_tissue,"Show me the neoplastic, inflammatory and connective soft tissue areas.",2608
pannuke_f1_2609,1,Colon,Inflammatory;Connective_Soft_tissue,Segment visible inflammatory and connective soft tissue.,2609
pannuke_f1_2610,1,Colon,Inflammatory;Connective_Soft_tissue,Outline inflammatory and connective soft tissue cells.,2610
pannuke_f1_2611,1,Colon,Inflammatory;Connective_Soft_tissue,Segment all inflammatory and connective soft tissue regions.,2611
pannuke_f1_2612,1,Colon,Inflammatory;Connective_Soft_tissue,"From the Colon tissue, extract inflammatory and connective soft tissue regions.",2612
pannuke_f1_2613,1,Colon,Neoplastic;Connective_Soft_tissue;Dead,"Please identify neoplastic, connective soft tissue and dead cells.",2613
pannuke_f1_2614,1,Colon,Neoplastic;Inflammatory,"Shown this histology, mark neoplastic and inflammatory.",2614
pannuke_f1_2615,1,Colon,Inflammatory;Connective_Soft_tissue,Indicate where inflammatory and connective soft tissue is present.,2615
pannuke_f1_2616,1,Colon,Inflammatory;Connective_Soft_tissue,Delineate visible inflammatory and connective soft tissue regions.,2616
pannuke_f1_2617,1,Colon,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment all neoplastic, inflammatory and connective soft tissue cells.",2617
pannuke_f1_2618,1,Colon,Neoplastic;Inflammatory;Connective_Soft_tissue,"Identify neoplastic, inflammatory and connective soft tissue for diagnostic purposes.",2618
pannuke_f1_2619,1,Colon,Inflammatory;Epithelial,Produce a detailed outline of inflammatory and epithelial structures.,2619
pannuke_f1_2620,1,Colon,Inflammatory;Connective_Soft_tissue;Epithelial,"Identify inflammatory, connective soft tissue and epithelial nuclear characteristics.",2620
pannuke_f1_2621,1,Colon,Connective_Soft_tissue;Epithelial,Segment visible connective soft tissue and epithelial tissue.,2621
pannuke_f1_2622,1,Colon,Inflammatory;Connective_Soft_tissue;Epithelial,"Segment regions with inflammatory, connective soft tissue and epithelial.",2622
pannuke_f1_2623,1,Colon,Connective_Soft_tissue,Recognize all connective soft tissue areas.,2623
pannuke_f1_2624,1,Colon,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment neoplastic, inflammatory and connective soft tissue zones.",2624
pannuke_f1_2625,1,Colon,Neoplastic;Inflammatory;Connective_Soft_tissue,"Please show neoplastic, inflammatory and connective soft tissue regions.",2625
pannuke_f1_2626,1,Colon,,,2626
pannuke_f1_2627,1,Colon,Inflammatory;Connective_Soft_tissue,Find and segment inflammatory and connective soft tissue regions.,2627
pannuke_f1_2628,1,Colon,Connective_Soft_tissue,Delineate visible connective soft tissue regions.,2628
pannuke_f1_2629,1,Colon,Inflammatory;Connective_Soft_tissue,Identify peritumoral inflammatory and connective soft tissue.,2629
pannuke_f1_2630,1,Colon,Connective_Soft_tissue,"For this Colon biopsy, segment connective soft tissue areas.",2630
pannuke_f1_2631,1,Colon,Connective_Soft_tissue,Identify the connective soft tissue areas.,2631
pannuke_f1_2632,1,Colon,Inflammatory;Connective_Soft_tissue,Please show inflammatory and connective soft tissue regions.,2632
pannuke_f1_2633,1,Colon,Neoplastic;Inflammatory;Connective_Soft_tissue,"Mark foci of neoplastic, inflammatory and connective soft tissue activity.",2633
pannuke_f1_2634,1,Colon,Neoplastic;Inflammatory;Connective_Soft_tissue,"Viewing this section, segment neoplastic, inflammatory and connective soft tissue.",2634
pannuke_f1_2635,1,Colon,Neoplastic;Inflammatory;Connective_Soft_tissue,"Pay attention to neoplastic, inflammatory and connective soft tissue areas.",2635
pannuke_f1_2636,1,Colon,,,2636
pannuke_f1_2637,1,Colon,Connective_Soft_tissue,"In the Colon section, locate connective soft tissue.",2637
pannuke_f1_2638,1,Colon,Connective_Soft_tissue,This Colon slide shows connective soft tissue. Segment it.,2638
pannuke_f1_2639,1,Colon,,,2639
pannuke_f1_2640,1,Colon,,,2640
pannuke_f1_2641,1,Colon,Connective_Soft_tissue,Map the connective soft tissue regions.,2641
pannuke_f1_2642,1,Colon,Inflammatory;Connective_Soft_tissue;Epithelial,"Label all inflammatory, connective soft tissue and epithelial areas.",2642
pannuke_f1_2643,1,Colon,Inflammatory;Connective_Soft_tissue;Epithelial,"Mark inflammatory, connective soft tissue and epithelial for area measurement.",2643
pannuke_f1_2644,1,Colon,Neoplastic;Inflammatory,Segment the neoplastic and inflammatory nuclei.,2644
pannuke_f1_2645,1,Colon,Neoplastic;Connective_Soft_tissue,Segment boundaries of neoplastic and connective soft tissue.,2645
pannuke_f1_2646,1,Colon,Neoplastic;Dead,Target neoplastic and dead in this image.,2646
pannuke_f1_2647,1,Colon,Neoplastic;Connective_Soft_tissue,Mark the neoplastic and connective soft tissue areas.,2647
pannuke_f1_2648,1,Colon,Neoplastic;Dead,Show me neoplastic and dead cells.,2648
pannuke_f1_2649,1,Colon,Neoplastic;Inflammatory;Connective_Soft_tissue,"Delineate neoplastic, inflammatory and connective soft tissue morphological features.",2649
pannuke_f1_2650,1,Colon,Neoplastic;Inflammatory;Connective_Soft_tissue,"In the Colon microstructure, find neoplastic, inflammatory and connective soft tissue.",2650
pannuke_f1_2651,1,Colon,Neoplastic;Inflammatory;Connective_Soft_tissue,"Generate neoplastic, inflammatory and connective soft tissue segmentation.",2651
pannuke_f1_2652,1,Colon,Neoplastic;Inflammatory;Connective_Soft_tissue,"What regions contain neoplastic, inflammatory and connective soft tissue?",2652
pannuke_f1_2653,1,Colon,Inflammatory;Connective_Soft_tissue,Identify inflammatory and connective soft tissue components.,2653
pannuke_f1_2654,1,Colon,Inflammatory;Connective_Soft_tissue,Delineate present inflammatory and connective soft tissue areas.,2654
pannuke_f1_2655,1,Colon,Inflammatory;Connective_Soft_tissue,Segment all inflammatory and connective soft tissue regions.,2655
pannuke_f2_0000,2,Breast,Neoplastic;Connective_Soft_tissue,Segment all visible neoplastic and connective soft tissue.,0
pannuke_f2_0001,2,Breast,Neoplastic;Connective_Soft_tissue,Show me all neoplastic and connective soft tissue.,1
pannuke_f2_0002,2,Breast,Neoplastic;Connective_Soft_tissue,Mark visible neoplastic and connective soft tissue.,2
pannuke_f2_0003,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Goal: mark all neoplastic, inflammatory and connective soft tissue cells.",3
pannuke_f2_0004,2,Breast,Neoplastic;Connective_Soft_tissue,Identify neoplastic and connective soft tissue for diagnostic purposes.,4
pannuke_f2_0005,2,Breast,Neoplastic;Connective_Soft_tissue,Identify neoplastic and connective soft tissue features in Breast.,5
pannuke_f2_0006,2,Breast,Neoplastic;Connective_Soft_tissue,Can you identify neoplastic and connective soft tissue?,6
pannuke_f2_0007,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Delineate visible neoplastic, inflammatory and connective soft tissue areas.",7
pannuke_f2_0008,2,Breast,Neoplastic;Connective_Soft_tissue,Mark present neoplastic and connective soft tissue cells.,8
pannuke_f2_0009,2,Breast,Neoplastic;Connective_Soft_tissue,Annotate neoplastic and connective soft tissue cells.,9
pannuke_f2_0010,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Analyze neoplastic, inflammatory and connective soft tissue presence.",10
pannuke_f2_0011,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Mark neoplastic, inflammatory and connective soft tissue for morphometric study.",11
pannuke_f2_0012,2,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Mark all neoplastic, inflammatory and connective soft tissue structures.",12
